epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,17146.5,0.28839,0.27778,0.82572,0.9855,0.99165,0.99284,0.92892,0.29256,0.26956,0.79318,0.000362868,0.000362868,0.000362868
74,17371.3,0.28037,0.26944,0.82201,0.98947,0.99036,0.99416,0.93483,0.2863,0.261,0.79111,0.000351315,0.000351315,0.000351315
75,17605,0.27957,0.27116,0.82607,0.99454,0.98794,0.99458,0.93325,0.28806,0.26113,0.79168,0.000339763,0.000339763,0.000339763
76,17842.1,0.27342,0.26498,0.82417,0.99392,0.98995,0.99429,0.93477,0.28429,0.25741,0.79163,0.00032821,0.00032821,0.00032821
77,18068.6,0.2785,0.27075,0.82423,0.99447,0.98626,0.99431,0.93191,0.28721,0.26205,0.7916,0.000316658,0.000316658,0.000316658
78,18304.3,0.27755,0.26839,0.82617,0.98976,0.99398,0.99427,0.93516,0.28431,0.25332,0.79251,0.000305105,0.000305105,0.000305105
79,18537.5,0.27468,0.26259,0.82377,0.99369,0.99359,0.99435,0.93445,0.28283,0.25523,0.79201,0.000293552,0.000293552,0.000293552
80,18765.2,0.27314,0.26207,0.82158,0.99172,0.9932,0.99462,0.93305,0.28334,0.2542,0.79178,0.000282,0.000282,0.000282
81,19004.1,0.27054,0.26303,0.8256,0.98998,0.99432,0.9944,0.93367,0.28365,0.25026,0.7916,0.000270447,0.000270447,0.000270447
82,19232.2,0.27028,0.26313,0.82282,0.99115,0.99401,0.99439,0.93338,0.28329,0.25023,0.79292,0.000258895,0.000258895,0.000258895
83,19465.1,0.27305,0.26051,0.82354,0.99167,0.99455,0.99467,0.93491,0.27998,0.25155,0.7923,0.000247342,0.000247342,0.000247342
84,19708.3,0.26939,0.25825,0.82328,0.992,0.9929,0.99444,0.93484,0.2837,0.25168,0.79187,0.000235789,0.000235789,0.000235789
85,19937.7,0.26621,0.2543,0.82281,0.98799,0.99291,0.99421,0.93817,0.27779,0.24794,0.79098,0.000224237,0.000224237,0.000224237
86,20173.8,0.26501,0.25493,0.82214,0.98633,0.99434,0.99445,0.93515,0.28273,0.25024,0.79103,0.000212684,0.000212684,0.000212684
87,20399,0.26832,0.258,0.82268,0.99202,0.99141,0.99442,0.93612,0.27989,0.24532,0.79144,0.000201131,0.000201131,0.000201131
88,20623.9,0.25865,0.24932,0.81943,0.99059,0.99172,0.99428,0.93611,0.27556,0.246,0.79032,0.000189579,0.000189579,0.000189579
89,20859,0.26216,0.25077,0.82239,0.99266,0.98682,0.99414,0.93416,0.28157,0.24662,0.79005,0.000178026,0.000178026,0.000178026
90,21088.1,0.26077,0.24987,0.81801,0.9947,0.98739,0.99435,0.93673,0.27832,0.24128,0.79048,0.000166474,0.000166474,0.000166474
91,21316.8,0.24715,0.22786,0.79842,0.99134,0.99195,0.99427,0.9371,0.27867,0.24177,0.78966,0.000154921,0.000154921,0.000154921
92,21545,0.2478,0.2279,0.80018,0.98824,0.99113,0.9942,0.93558,0.27827,0.24487,0.79084,0.000143368,0.000143368,0.000143368
93,21769,0.24491,0.22668,0.80025,0.99471,0.98356,0.99408,0.93601,0.28247,0.24467,0.79078,0.000131816,0.000131816,0.000131816
94,22006.9,0.2432,0.22581,0.79457,0.98883,0.99264,0.99414,0.93791,0.27367,0.24214,0.79061,0.000120263,0.000120263,0.000120263
95,22235.1,0.24319,0.22288,0.80058,0.98857,0.99074,0.99411,0.93705,0.27608,0.24131,0.79149,0.000108711,0.000108711,0.000108711
96,22461.8,0.23999,0.21997,0.80028,0.98451,0.9933,0.99424,0.93563,0.27579,0.23897,0.79018,9.71581e-05,9.71581e-05,9.71581e-05
97,22701.4,0.24041,0.22012,0.79953,0.99655,0.98192,0.99445,0.93646,0.27216,0.23793,0.79023,8.56054e-05,8.56054e-05,8.56054e-05
98,22933.7,0.23885,0.2182,0.8005,0.9851,0.99553,0.99445,0.93733,0.2724,0.23583,0.78996,7.40528e-05,7.40528e-05,7.40528e-05
99,23174,0.23704,0.21617,0.79617,0.99681,0.98168,0.99445,0.9372,0.27368,0.23822,0.78955,6.25002e-05,6.25002e-05,6.25002e-05
100,23400.7,0.23551,0.21596,0.79779,0.9861,0.99311,0.99437,0.93743,0.27225,0.23419,0.78983,5.09476e-05,5.09476e-05,5.09476e-05
