epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,16872.2,0.36461,0.26435,0.78449,0.99316,0.98818,0.99446,0.93617,0.3784,0.25896,0.75332,0.000328806,0.000328806,0.000328806
80,17087.4,0.36677,0.26649,0.78699,0.99573,0.98767,0.99442,0.93478,0.39284,0.26284,0.75562,0.000315687,0.000315687,0.000315687
81,17302.7,0.35537,0.26644,0.78877,0.98876,0.99312,0.99456,0.93475,0.38239,0.26038,0.75415,0.000302568,0.000302568,0.000302568
82,17517.6,0.35911,0.26508,0.78632,0.98532,0.99226,0.99471,0.93695,0.37417,0.26033,0.75262,0.000289449,0.000289449,0.000289449
83,17734.3,0.35828,0.26328,0.78521,0.99516,0.98901,0.99465,0.93577,0.37408,0.25579,0.75335,0.00027633,0.00027633,0.00027633
84,17950.3,0.35465,0.2596,0.78291,0.99353,0.9927,0.9947,0.93412,0.37319,0.25841,0.75333,0.000263211,0.000263211,0.000263211
85,18165.3,0.35375,0.26066,0.78506,0.99368,0.98869,0.99454,0.9376,0.37083,0.25637,0.7534,0.000250092,0.000250092,0.000250092
86,18380.5,0.35229,0.25615,0.78591,0.9948,0.99142,0.99465,0.93497,0.37907,0.25656,0.75317,0.000236973,0.000236973,0.000236973
87,18596,0.35176,0.25552,0.78431,0.99475,0.99041,0.99461,0.9364,0.37093,0.25163,0.75292,0.000223854,0.000223854,0.000223854
88,18812.4,0.35439,0.25584,0.78735,0.99508,0.99072,0.99458,0.93804,0.37173,0.25192,0.75245,0.000210735,0.000210735,0.000210735
89,19028.1,0.35697,0.25647,0.78506,0.99348,0.99455,0.99474,0.93513,0.37567,0.25393,0.75323,0.000197616,0.000197616,0.000197616
90,19244,0.34538,0.25067,0.78294,0.99525,0.99293,0.99475,0.93485,0.37656,0.25077,0.75254,0.000184497,0.000184497,0.000184497
91,19458.9,0.33131,0.2298,0.76507,0.99263,0.99045,0.9946,0.93665,0.36516,0.2514,0.7515,0.000171378,0.000171378,0.000171378
92,19673,0.32828,0.23063,0.76119,0.99432,0.99194,0.9947,0.93775,0.36511,0.25088,0.75174,0.000158259,0.000158259,0.000158259
93,19888,0.32639,0.22833,0.76223,0.99061,0.99593,0.99474,0.93809,0.36765,0.25016,0.75166,0.00014514,0.00014514,0.00014514
94,20102.6,0.31998,0.22718,0.76093,0.993,0.99556,0.99469,0.93742,0.36685,0.24733,0.75154,0.000132021,0.000132021,0.000132021
95,20320.2,0.32315,0.22589,0.76274,0.99141,0.99489,0.99466,0.93451,0.37026,0.24727,0.75211,0.000118902,0.000118902,0.000118902
96,20573.4,0.32141,0.22498,0.76349,0.99178,0.99265,0.99462,0.93765,0.36292,0.24045,0.75201,0.000105783,0.000105783,0.000105783
97,20799.7,0.32107,0.22296,0.76238,0.9911,0.99507,0.99462,0.93738,0.36708,0.24425,0.75098,9.26644e-05,9.26644e-05,9.26644e-05
98,21026.7,0.31571,0.22097,0.7661,0.99405,0.9952,0.99462,0.93858,0.3616,0.24122,0.75072,7.95454e-05,7.95454e-05,7.95454e-05
99,21252.9,0.31353,0.21674,0.76214,0.98801,0.99675,0.99453,0.93735,0.36109,0.2415,0.75117,6.64264e-05,6.64264e-05,6.64264e-05
100,21477.8,0.31188,0.21793,0.76615,0.99563,0.98649,0.99447,0.938,0.36117,0.2392,0.75121,5.33074e-05,5.33074e-05,5.33074e-05
